0,194.03
1,194.03
2,194.03
3,194.03
4,194.03
5,194.03
6,194.03
7,194.03
8,194.03
9,194.03
10,194.03
11,194.03
12,194.03
13,194.03
14,194.03
15,194.03
16,194.03
17,194.03
18,194.03
19,194.03
20,194.03
21,194.03
22,194.03
23,194.03
24,194.03
25,194.03
26,194.03
27,194.03
28,194.03
29,194.03
30,194.03
31,194.03
32,194.03
33,194.03
34,194.03
35,194.03
36,194.03
37,194.03
38,194.03
39,194.03
40,194.03
41,194.03
42,194.03
43,194.03
44,194.03
45,194.03
46,194.03
47,194.03
48,194.03
49,194.03
50,194.03
51,193.7469296221197
52,193.55830252146487
53,193.45495833389913
54,193.42773669528648
55,193.46747724149068
56,193.56501960837562
57,193.7112034318052
58,193.89686834764322
59,194.11285399175355
60,194.34999999999997
61,194.59914600824646
62,194.85113165235677
63,195.0967965681948
64,195.32698039162435
65,195.53252275850934
66,195.70426330471355
67,195.83304166610088
68,195.9096974785352
69,195.92507037788027
70,195.87
71,195.74037634489446
72,195.55229086910808
73,195.32688539332173
74,195.08530173821615
75,194.848681724472
76,194.63816717277015
77,194.47489990379125
78,194.38002173821613
79,194.37467449672542
80,194.48
81,194.70775861217595
82,195.03218487121097
83,195.4181318585183
84,195.83045265551115
85,196.23400034360256
86,196.5936280042058
87,196.87418871873396
88,197.04053556860032
89,197.05752163521794
90,196.89000000000001
91,196.51860920640192
92,195.98712964604803
93,195.355127172605
94,194.68216763973933
95,194.02781690111766
96,193.4516408104066
97,193.0132052212727
98,192.77207598738255
99,192.7878189624028
100,193.12
101,193.80838456221642
102,194.8135365445968
103,196.07621945106166
104,197.53719678553145
105,199.13723205192673
106,200.8170887541678
107,202.5175303961752
108,204.1793204818694
109,205.74322251517083
110,207.14999999999995
111,208.3539425447325
112,209.36344417556467
113,210.20042502314826
114,210.8868052181346
115,211.44450489117537
116,211.89544417292208
117,212.2615431940264
118,212.56472208513975
119,212.82690097691378
120,213.06999999999996
121,213.31090525885355
122,213.54636675314418
123,213.76810045634525
124,213.96782234192997
125,214.13724838337163
126,214.26809455414357
127,214.3520768277191
128,214.3809111775715
129,214.34631357717404
130,214.24000000000007
131,214.05876641985316
132,213.81972881185828
133,213.5450831514706
134,213.25702541414546
135,212.977751575338
136,212.72945761050354
137,212.5343394950973
138,212.41459320457443
139,212.39241471439027
140,212.48999999999995
141,212.72127906173398
142,213.06711799942286
143,213.5001169377724
144,213.99287600148833
145,214.5179953152764
146,215.0480750038424
147,215.55571519189198
148,216.0135160041309
149,216.39407756526504
150,216.67
151,216.82052733321086
152,216.85147919045014
153,216.7753190974396
154,216.60451057990096
155,216.3515171635561
156,216.02880237412677
157,215.6488297373347
158,215.22406277890175
159,214.76696502454962
160,214.29000000000013
161,213.8041416054226
162,213.3144052387767
163,212.82431667246942
164,212.33740167890798
165,211.85718603049946
166,211.387195499651
167,210.9309558587697
168,210.49199288026267
169,210.07383233653712
170,209.68000000000012
171,209.31365624509925
172,208.97649985444377
173,208.66986421268334
174,208.39508270446785
175,208.1534887144468
176,207.9464156272701
177,207.7751968275873
178,207.64116570004822
179,207.5456556293026
180,207.49000000000007
181,207.47425341418105
182,207.4933553434489
183,207.54096647679765
184,207.6107475032213
185,207.69635911171378
186,207.7914619912692
187,207.88971683088147
188,207.9847843195447
189,208.0703251462529
190,208.14000000000001
191,208.18997009817676
192,208.22639877176073
193,208.25794988012612
194,208.29328728264719
195,208.34107483869815
196,208.40997640765326
197,208.50865584888675
198,208.64577702177286
199,208.83000378568585
200,209.06999999999988
201,209.37123619311183
202,209.72640956950806
203,210.12502400269773
204,210.55658336618984
205,211.01059153349348
206,211.47655237811756
207,211.94396977357127
208,212.4023475933635
209,212.84118971100335
210,213.24999999999991
211,213.6190051293755
212,213.9413229502065
